Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhang, J., Dawes, S.S., Sarkis, J.","8966346200; 7004137006; 57194726123","Exploring stakeholders' expectations of the benefits and barriers of e-government knowledge sharing",2005,"Journal of Enterprise Information Management",18,"5",,548,567,,133,10.1108/17410390510624007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-25444493825&partnerID=40&md5=043d85f634812a247edf9a7b3d1a274e",Review,Final,"",Scopus,2-s2.0-25444493825
"Biesenthal, C., Wilden, R.","55826029500; 24072600100","Multi-level project governance: Trends and opportunities",2014,"International Journal of Project Management",32,"8",,1291,1308,,129,10.1016/j.ijproman.2014.06.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908025630&partnerID=40&md5=cbf3063b313362a23bca67d4b5b8ba3d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84908025630
"Davies, A., Mackenzie, I.","57210968448; 55851464100","Project complexity and systems integration: Constructing the London 2012 Olympics and Paralympics Games",2014,"International Journal of Project Management",32,"5",,773,790,,128,10.1016/j.ijproman.2013.10.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899927966&partnerID=40&md5=b7f21f7ee3c78117c0264dd69fa1291e",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84899927966
"Aranda-Mena, G., Crawford, J., Chevez, A., Froese, T.","12808214700; 57125399700; 54381378000; 7004593611","Building information modelling demystified: does it make business sense to adopt BIM?",2009,"International Journal of Managing Projects in Business",2,"3",,419,434,,128,10.1108/17538370910971063,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923205030&partnerID=40&md5=93eecab224c7b8fd786bf5d5154c3036",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84923205030
"Valdes-Vasquez, R., Klotz, L.E.","54404229500; 34868302700","Social sustainability considerations during planning and design: Framework of processes for construction projects",2013,"Journal of Construction Engineering and Management",139,"1",,80,89,,127,10.1061/(ASCE)CO.1943-7862.0000566,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84872692585&partnerID=40&md5=84f591f372091fff0112f3ddd0379589",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84872692585
"Alvesson, M., Sveningsson, S.","6603942588; 6508083036","Changing organizational culture: Cultural change work in progress",2007,"Changing Organizational Culture: Cultural Change Work in Progress",,"",,1,194,,127,10.4324/9780203935965,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911032789&partnerID=40&md5=437c2c6ea5157bf45c06ce84c7908615",Book,Final,"",Scopus,2-s2.0-84911032789
"Zheng, X., Le, Y., Chan, A.P.C., Hu, Y., Li, Y.","57069305700; 7005984035; 56844258500; 55695354900; 35746333200","Review of the application of social network analysis (SNA) in construction project management research",2016,"International Journal of Project Management",34,"7",,1214,1225,,125,10.1016/j.ijproman.2016.06.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84977267497&partnerID=40&md5=0e14e494c7e64094f96dfe5f3790dff5",Article,Final,"",Scopus,2-s2.0-84977267497
"Shen, Q., Liu, G.","7402933134; 7501459602","Critical success factors for value management studies in construction",2003,"Journal of Construction Engineering and Management",129,"5",,485,491,,124,10.1061/(ASCE)0733-9364(2003)129:5(485),"https://www.scopus.com/inward/record.url?eid=2-s2.0-13944274913&partnerID=40&md5=7d6d04aadfd63137baf0fb2a2c1d667c",Article,Final,"",Scopus,2-s2.0-13944274913
"Aaltonen, K., Kujala, J.","24461462800; 56370928700","A project lifecycle perspective on stakeholder influence strategies in global projects",2010,"Scandinavian Journal of Management",26,"4",,381,397,,123,10.1016/j.scaman.2010.09.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049481198&partnerID=40&md5=6344c89a4a5dc2e105465ac2cd52ceee",Article,Final,"",Scopus,2-s2.0-78049481198
"Moneva, J.M., Llena, F.","14119993400; 15769439600","Environmental disclosures in the annual reports of large companies in Spain",2000,"European Accounting Review",9,"1",,7,29,,123,10.1080/096381800407923,"https://www.scopus.com/inward/record.url?eid=2-s2.0-8144221565&partnerID=40&md5=5339ab8ef6949a5a6f63bf737f0120c3",Article,Final,"",Scopus,2-s2.0-8144221565
"Doloi, H.","22937452200","Cost overruns and failure in project management: Understanding the roles of key stakeholders in construction projects",2013,"Journal of Construction Engineering and Management",139,"3",,267,279,,122,10.1061/(ASCE)CO.1943-7862.0000621,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874610458&partnerID=40&md5=9e6b977d5e80daae38513aaf04d3f96e",Article,Final,"",Scopus,2-s2.0-84874610458
"Gattiker, T.F., Carter, C.R.","7801650480; 7403317396","Understanding project champions' ability to gain intra-organizational commitment for environmental projects",2010,"Journal of Operations Management",28,"1",,72,85,,122,10.1016/j.jom.2009.09.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-71349087433&partnerID=40&md5=02095cbaefa3495c4b4a273d9c9cfbed",Article,Final,"All Open Access, Green",Scopus,2-s2.0-71349087433
"Yang, J., Shen, G.Q., Ho, M., Drew, D.S., Chan, A.P.C.","55917207400; 7402933134; 36129410800; 7102081577; 56844258500","Exploring critical success factors for stakeholder management in construction projects",2009,"Journal of Civil Engineering and Management",15,"4",,337,348,,121,10.3846/1392-3730.2009.15.337-348,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73349127154&partnerID=40&md5=3326e45f36e59a403ddcce744466d2f4",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-73349127154
"Khalfan, M.M.A., McDermott, P., Swan, W.","12752727300; 23489463500; 6701807920","Building trust in construction projects",2007,"Supply Chain Management",12,"6",,385,391,,121,10.1108/13598540710826308,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35148859388&partnerID=40&md5=190e4f26cf10aac83ab00175cc801266",Article,Final,"",Scopus,2-s2.0-35148859388
"Bryde, D.J., Robinson, L.","9335931400; 55426946400","Client versus contractor perspectives on project success criteria",2005,"International Journal of Project Management",23,"8",,622,629,,121,10.1016/j.ijproman.2005.05.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-27944433729&partnerID=40&md5=3303f8759b187d96c8dfea5b6c86222a",Article,Final,"",Scopus,2-s2.0-27944433729
"Mathur, V.N., Price, A.D.F., Austin, S.","24436043700; 7202636913; 35583968500","Conceptualizing stakeholder engagement in the context of sustainability and its assessment",2008,"Construction Management and Economics",26,"6",,601,609,,120,10.1080/01446190802061233,"https://www.scopus.com/inward/record.url?eid=2-s2.0-46049104175&partnerID=40&md5=0102ea1dfad406f251fc223e4ef12389",Article,Final,"All Open Access, Green",Scopus,2-s2.0-46049104175
"Barlow, J., Bayer, S., Curry, R.","26432489600; 8636361800; 8636361900","Implementing complex innovations in fluid multi-stakeholder environments: Experiences of 'telecare'",2006,"Technovation",26,"3",,396,406,,119,10.1016/j.technovation.2005.06.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-32044439560&partnerID=40&md5=8f565c25dbf41a928abb681262dba7fb",Article,Final,"All Open Access, Green",Scopus,2-s2.0-32044439560
"Kivilä, J., Martinsuo, M., Vuorinen, L.","57193454900; 15725591600; 14120363600","Sustainable project management through project control in infrastructure projects",2017,"International Journal of Project Management",35,"6",,1167,1183,,118,10.1016/j.ijproman.2017.02.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014064572&partnerID=40&md5=70144d5a6b8183700c256d79e243e13f",Article,Final,"",Scopus,2-s2.0-85014064572
"Yang, J., Shen, G.Q., Ho, M., Drew, D.S., Xue, X.","55917207400; 7402933134; 36129410800; 7102081577; 9133570500","Stakeholder management in construction: An empirical study to address research gaps in previous studies",2011,"International Journal of Project Management",29,"7",,900,910,,118,10.1016/j.ijproman.2010.07.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80051901132&partnerID=40&md5=cedbee4c4f8379b71cc59f91b6a18e92",Article,Final,"",Scopus,2-s2.0-80051901132
"Lander, M.C., Purvis, R.L., McCary, G.E., Leigh, W.","7006119442; 7007159735; 6504521533; 7005359876","Trust-building mechanisms utilized in outsourced IS development projects: A case study",2004,"Information and Management",41,"4",,509,528,,117,10.1016/j.im.2003.10.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346781545&partnerID=40&md5=a5d19c4d9cc5468caf27e9a64f29bfe2",Article,Final,"",Scopus,2-s2.0-0346781545
"Wonseok, O., Sangyong, J.","23483266000; 23482516700","Membership herding and network stability in the open source community: The ising perspective",2007,"Management Science",53,"7",,1086,1101,,116,10.1287/mnsc.1060.0623,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749100639&partnerID=40&md5=c8f3a720fe063cdd405eace479314e94",Article,Final,"",Scopus,2-s2.0-38749100639
"Rosemann, M.","6701701206","Potential pitfalls of process modeling: Part A",2006,"Business Process Management Journal",12,"2",,249,254,,116,10.1108/14637150610657567,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645498740&partnerID=40&md5=3ff86870d0a80be088f1f9e515f0875d",Article,Final,"",Scopus,2-s2.0-33645498740
"Eskerod, P., Huemann, M.","9250843500; 16021706800","Sustainable development and project stakeholder management: what standards say",2013,"International Journal of Managing Projects in Business",6,"1",,36,50,,115,10.1108/17538371311291017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907966323&partnerID=40&md5=ba2ec9429f4282c28e5731dc26e069af",Article,Final,"",Scopus,2-s2.0-84907966323
"Park-Poaps, H., Rees, K.","26664879300; 25221627100","Stakeholder forces of socially responsible supply chain management orientation",2010,"Journal of Business Ethics",92,"2",,305,322,,114,10.1007/s10551-009-0156-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949916384&partnerID=40&md5=f0213d856dcfef43808bcfb6dd31f65d",Article,Final,"",Scopus,2-s2.0-77949916384
"Beringer, C., Jonas, D., Kock, A.","56952988400; 36239177200; 53164246300","Behavior of internal stakeholders in project portfolio management and its impact on success",2013,"International Journal of Project Management",31,"6",,830,846,,113,10.1016/j.ijproman.2012.11.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878732827&partnerID=40&md5=6ca5e8727aa7c4ac03abc5a0b2d25fa7",Article,Final,"",Scopus,2-s2.0-84878732827
"Aaltonen, K.","24461462800","Project stakeholder analysis as an environmental interpretation process",2011,"International Journal of Project Management",29,"2",,165,183,,113,10.1016/j.ijproman.2010.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650824254&partnerID=40&md5=2c696c9b618dd9c2a74477cf9772e671",Article,Final,"",Scopus,2-s2.0-78650824254
"Artto, K., Kujala, J., Dietrich, P., Martinsuo, M.","7801495725; 56370928700; 8521748500; 15725591600","What is project strategy?",2008,"International Journal of Project Management",26,"1",,4,12,,113,10.1016/j.ijproman.2007.07.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849009015&partnerID=40&md5=cbd783d11ca761ac41486e8785154a87",Article,Final,"All Open Access, Green",Scopus,2-s2.0-37849009015
"Pellegrinelli, S., Partington, D., Hemingway, C., Mohdzain, Z., Shah, M.","6505779817; 6701812685; 10539866400; 22981068700; 15133455800","The importance of context in programme management: An empirical review of programme practices",2007,"International Journal of Project Management",25,"1",,41,55,,113,10.1016/j.ijproman.2006.06.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845677672&partnerID=40&md5=5c41a54f0c89540120766cb5fa5427f3",Article,Final,"",Scopus,2-s2.0-33845677672
"Shehu, Z., Endut, I.R., Akintoye, A., Holt, G.D.","26041155300; 42461197100; 6602263972; 7102404235","Cost overrun in the Malaysian construction industry projects: A deeper insight",2014,"International Journal of Project Management",32,"8",,1471,1480,,112,10.1016/j.ijproman.2014.04.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908073232&partnerID=40&md5=d0cdc73e5c01940f2e4fb19aa28ad92f",Article,Final,"",Scopus,2-s2.0-84908073232
"Rahman, M.M., Kumaraswamy, M.M.","55457941900; 35566270600","Contracting relationship trends and transitions",2004,"Journal of Management in Engineering",20,"4",,147,161,,111,10.1061/(ASCE)0742-597X(2004)20:4(147),"https://www.scopus.com/inward/record.url?eid=2-s2.0-14744292492&partnerID=40&md5=28703cc85a7956ef0b4f5d576e6e08b4",Article,Final,"",Scopus,2-s2.0-14744292492
"Zhu, G., Bard, J.F., Yu, G.","55451899700; 36846249500; 48661518700","Disruption management for resource-constrained project scheduling",2005,"Journal of the Operational Research Society",56,"4",,365,381,,110,10.1057/palgrave.jors.2601860,"https://www.scopus.com/inward/record.url?eid=2-s2.0-15844407876&partnerID=40&md5=272fc46b21d663e00233f854a2d69002",Article,Final,"",Scopus,2-s2.0-15844407876
"Thamhain, H.","7004319765","Managing risks in complex projects",2013,"Project Management Journal",44,"2",,20,35,,109,10.1002/pmj.21325,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885129216&partnerID=40&md5=ab93c9922c5daf4ab34299454ad74a2f",Article,Final,"",Scopus,2-s2.0-84885129216
"Dainty, A.R.J., Cheng, M.-I., Moore, D.R.","7004217700; 8627153300; 55217518400","Redefining performance measures for construction project managers: An empirical evaluation",2003,"Construction Management and Economics",21,"2",,209,218,,109,10.1080/0144619032000049737,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038643571&partnerID=40&md5=8549d0cfe4e6d54a7c8cdc2dc8568125",Article,Final,"",Scopus,2-s2.0-0038643571
"Clarke, S., Roome, N.","7402969354; 6604063249","Sustainable business: Learning - action networks as organizational assets",1999,"Business Strategy and the Environment",8,"5",,296,310,,109,10.1002/(SICI)1099-0836(199909/10)8:5<296::AID-BSE212>3.0.CO;2-N,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032744130&partnerID=40&md5=06e0aa48bf9ef14b0e32978198f87bd3",Article,Final,"",Scopus,2-s2.0-0032744130
"Khalili, N.R., Duecker, S.","7006807930; 55549256700","Application of multi-criteria decision analysis in design of sustainable environmental management system framework",2013,"Journal of Cleaner Production",47,"",,188,198,,108,10.1016/j.jclepro.2012.10.044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879966964&partnerID=40&md5=8feacc0476e9c09cdc52da8df188ea3d",Article,Final,"",Scopus,2-s2.0-84879966964
"Achterkamp, M.C., Vos, J.F.J.","12809519000; 7202971971","Investigating the use of the stakeholder notion in project management literature, a meta-analysis",2008,"International Journal of Project Management",26,"7",,749,757,,108,10.1016/j.ijproman.2007.10.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-52749099844&partnerID=40&md5=846221f75b2695568bd69713664bee5f",Article,Final,"",Scopus,2-s2.0-52749099844
"Rosemann, M.","6701701206","Potential pitfalls of process modeling: Part B",2006,"Business Process Management Journal",12,"3",,377,384,,108,10.1108/14637150610668024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33744789981&partnerID=40&md5=5ea7907ee88967cb5d709b2043d70535",Article,Final,"",Scopus,2-s2.0-33744789981
"Thomas, A.V., Kalidindi, S.N., Ananthanarayanan, K.","56016823400; 7005470113; 6603249177","Risk perception analysis of BOT road project participants in India",2003,"Construction Management and Economics",21,"4",,393,407,,108,10.1080/0144619032000064127,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0041707895&partnerID=40&md5=05dc4e01fe3289f65fc4dba276d18d60",Article,Final,"",Scopus,2-s2.0-0041707895
"Faraj, S., Sambamurthy, V.","6603586075; 6701443128","Leadership of information systems development projects",2006,"IEEE Transactions on Engineering Management",53,"2",,238,249,,105,10.1109/TEM.2006.872245,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646049671&partnerID=40&md5=5db09dd81d14bf098d814db2bca9ba9b",Article,Final,"",Scopus,2-s2.0-33646049671
"De Araujo, L.M., Bramwell, B.","7003493555; 54916654500","Stakeholder assessment and collaborative tourism planning: The case of brazil’s costa dourada project",1999,"Journal of Sustainable Tourism",7,"3-4",,356,378,,105,10.1080/09669589908667344,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033500501&partnerID=40&md5=bd8c21debd8763f1b28e181e1ad4ec5b",Article,Final,"",Scopus,2-s2.0-0033500501
